name,maxAgentDensity,oxygenDiffusivity,vegfDiffusivity,G1,S,G2,M,endothelialDivisionDelay,minimumVegfConcentration,baseOxygenEmissionRate,minHIF,maxHIF,ultraHypoxicThreshold,hypoxicThreshold,minPSynthesis,minimumOxygenConcentration,baseHifRate,numCancerCells,numEndothelialCells,glucoseDiffusivity,glucoseSecretionRate,minGlucoseUptakeRate,maxGlucoseUptakeRate,pWarburgSwitch,enhancedHypoxicThreshold,minGlucoseWarburg,baseOxygenMetabolicRate,minGlucoseNonWarburg,healthyTissueOxygenUptakeRate,dt,diffusionSolveIterations,envSize
experiments_011019_hyp_testing_full_pws_0.05_moc_17_52,70,0.2989675233,0.0001,7,2,10,1,10,4.6495065111,40,0,16,3,20,0.6009959384,17,1,13,1,0.0011930583,190,10,18.525925918,0.05,75,12.9858941284,25,3.2125173547,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_53,70,0.3285338676,0.0001,7,2,10,1,10,5.1268766634,40,0,16,3,20,0.7649586238,17,1,19,1,0.0011290519,190,10,12.7224647517,0.05,75,17.6553536082,25,7.0981869167,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_54,70,0.1854059212,0.0001,7,2,10,1,10,5.866947117,40,0,16,3,20,0.5107279214,17,1,11,1,0.0005898565,190,10,23.0750232034,0.05,75,15.2320188754,25,7.3805753998,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_55,70,0.3163324105,0.0001,7,2,10,1,10,5.2458686948,40,0,16,3,20,0.9157490335,17,1,14,1,0,190,10,23.4195718942,0.05,75,20.6398263334,25,5.7003670323,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_56,70,0.2950373248,0.0001,7,2,10,1,10,4.5043158354,40,0,16,3,20,0.3624052486,17,1,9,1,0.0012116059,190,10,13.1693991512,0.05,75,11.9279045723,25,0,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_57,70,0.2907832775,0.0001,7,2,10,1,10,4.083894469,40,0,16,3,20,0.6872278429,17,1,14,1,0.000649654,190,10,19.8214926739,0.05,75,13.4777735302,25,3.925010567,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_58,70,0.4648713727,0.0001,7,2,10,1,10,4.5642533106,40,0,16,3,20,0.7135567281,17,1,14,1,0.0007790942,190,10,20.3218018102,0.05,75,11.9589751461,25,6.4993212333,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_59,70,0.2177849623,0.0001,7,2,10,1,10,4.950119156,40,0,16,3,20,0.3579259148,17,1,11,1,0.0008333588,190,10,15.9479332488,0.05,75,16.6587944759,25,1.8722057619,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_60,70,0.3996772928,0.0001,7,2,10,1,10,4.5837852748,40,0,16,3,20,0.6968359627,17,1,14,1,0.0015523819,190,10,25.7630365139,0.05,75,13.3298800183,25,5.9990415006,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_61,70,0.2931735638,0.0001,7,2,10,1,10,5.0927334678,40,0,16,3,20,0.541279545,17,1,16,1,0.0015063285,190,10,22.7956462844,0.05,75,19.6976257073,25,6.3163259501,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_62,70,0.3194666041,0.0001,7,2,10,1,10,6.3977980817,40,0,16,3,20,0.4284765797,17,1,17,1,0.0009648515,190,10,15.9340665735,0.05,75,13.5489456066,25,6.1688099832,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_63,70,0.5510578505,0.0001,7,2,10,1,10,5.9144919951,40,0,16,3,20,0.6038248622,17,1,12,1,0.0001127135,190,10,21.0337717377,0.05,75,18.1078150602,25,5.4709927537,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_64,70,0.3204869918,0.0001,7,2,10,1,10,5.7666521377,40,0,16,3,20,0.530692176,17,1,13,1,0.0005252906,190,10,20.0212666577,0.05,75,19.7234188063,25,4.8968944514,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_65,70,0.4495094018,0.0001,7,2,10,1,10,5.8784018519,40,0,16,3,20,0.1640084007,17,1,11,1,0.0004370862,190,10,21.6394573548,0.05,75,12.8742917415,25,4.5356657792,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_66,70,0.2373814883,0.0001,7,2,10,1,10,4.9461893245,40,0,16,3,20,0.6335478661,17,1,11,1,0.0002526033,190,10,23.4350563222,0.05,75,14.2850229873,25,6.2963355896,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_67,70,0.2424833033,0.0001,7,2,10,1,10,4.8043436497,40,0,16,3,20,0.4292298341,17,1,11,1,0.0013396863,190,10,18.6466405472,0.05,75,18.0592586238,25,0.2011972786,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_68,70,0.3540868636,0.0001,7,2,10,1,10,6.0852099996,40,0,16,3,20,0.7978953742,17,1,11,1,0.0019751692,190,10,21.7367324598,0.05,75,13.4300536723,25,5.2782169326,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_69,70,0.4332003175,0.0001,7,2,10,1,10,5.5122456965,40,0,16,3,20,0.5584077566,17,1,14,1,0.0007186808,190,10,22.8780936666,0.05,75,15.5283526842,25,7.5638772388,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_70,70,0.3464508304,0.0001,7,2,10,1,10,3.1548615175,40,0,16,3,20,0.8331640034,17,1,14,1,0.0006616033,190,10,14.223879902,0.05,75,10.8607265001,25,8.5839605981,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_71,70,0.3674020538,0.0001,7,2,10,1,10,6.910852944,40,0,16,3,20,0.6536039125,17,1,14,1,0.0008130622,190,10,22.0053351402,0.05,75,12.8676406837,25,2.6332390697,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_72,70,0.3088107765,0.0001,7,2,10,1,10,3.5300961391,40,0,16,3,20,0.420102966,17,1,8,1,0.0009485272,190,10,26.9611504463,0.05,75,13.8970361769,25,1.595693436,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_73,70,0.2508923351,0.0001,7,2,10,1,10,6.6876766445,40,0,16,3,20,0.6442766417,17,1,15,1,0.0012494877,190,10,21.5367258657,0.05,75,14.3528761203,25,3.9433095421,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_74,70,0.3911473782,0.0001,7,2,10,1,10,4.557156173,40,0,16,3,20,0.6214087991,17,1,11,1,0.0021070717,190,10,23.1885068128,0.05,75,14.8011048179,25,3.886061247,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_75,70,0.2612537559,0.0001,7,2,10,1,10,3.8032212979,40,0,16,3,20,0.7866188991,17,1,14,1,0.0015527525,190,10,22.4770399569,0.05,75,18.3910781203,25,6.8578086788,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_76,70,0.3326413599,0.0001,7,2,10,1,10,5.1208657246,40,0,16,3,20,0.222985689,17,1,12,1,0.0006381163,190,10,20.7243869606,0.05,75,18.9418739069,25,3.4804271652,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_77,70,0.3603688759,0.0001,7,2,10,1,10,4.7961882888,40,0,16,3,20,0.6340759269,17,1,12,1,0.0020588469,190,10,24.923378412,0.05,75,20.6812705354,25,1.4680205583,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_78,70,0.472682332,0.0001,7,2,10,1,10,6.0856992348,40,0,16,3,20,0.2092773302,17,1,13,1,0.0013786082,190,10,15.0474052489,0.05,75,10.0425378336,25,8.7548832553,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_79,70,0.2483986581,0.0001,7,2,10,1,10,5.2385607259,40,0,16,3,20,0.4174865933,17,1,13,1,0.000629064,190,10,23.2398773473,0.05,75,17.6384764614,25,4.0833502741,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_80,70,0.2608542456,0.0001,7,2,10,1,10,5.2329630126,40,0,16,3,20,0.6093576317,17,1,15,1,0.0012246515,190,10,18.9391038452,0.05,75,11.4308959306,25,2.616070933,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_81,70,0.2256151696,0.0001,7,2,10,1,10,4.2784961144,40,0,16,3,20,0.5148270133,17,1,12,1,0.0005926819,190,10,18.7235331563,0.05,75,16.4098997662,25,2.0200628311,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_82,70,0.2802864739,0.0001,7,2,10,1,10,5.2382498729,40,0,16,3,20,0.1901124537,17,1,13,1,0.0008779341,190,10,20.4913105332,0.05,75,20.2103953773,25,7.3422082606,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_83,70,0.202984692,0.0001,7,2,10,1,10,4.5091438497,40,0,16,3,20,0.2877255852,17,1,15,1,0.0015815141,190,10,22.5291596178,0.05,75,13.6468624521,25,7.4779818161,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_84,70,0.1698146983,0.0001,7,2,10,1,10,3.0833785946,40,0,16,3,20,0.3624159489,17,1,11,1,0.0013731941,190,10,16.6916427072,0.05,75,14.2142944688,25,3.4534446039,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_85,70,0.2830515712,0.0001,7,2,10,1,10,4.6936748881,40,0,16,3,20,0.6422108789,17,1,18,1,0.0006436185,190,10,19.3218970967,0.05,75,10.8037194742,25,2.9561291462,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_86,70,0.2902357903,0.0001,7,2,10,1,10,3.8091172864,40,0,16,3,20,0.4642239994,17,1,11,1,0.0007596649,190,10,15.83578161,0.05,75,11.0906929018,25,8.2830756068,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_87,70,0.15819193,0.0001,7,2,10,1,10,3.5146999891,40,0,16,3,20,0.500326217,17,1,13,1,0.0011633408,190,10,17.7637097441,0.05,75,19.8477192635,25,2.7074345727,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_88,70,0.3295192186,0.0001,7,2,10,1,10,5.6698979504,40,0,16,3,20,0.5959588665,17,1,12,1,0.0017370667,190,10,22.0288629575,0.05,75,13.8736827141,25,6.4708947645,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_89,70,0.1610114354,0.0001,7,2,10,1,10,3.973905854,40,0,16,3,20,0.568316939,17,1,16,1,0.0005820078,190,10,18.2158896796,0.05,75,13.5167036638,25,7.4006898723,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_90,70,0.3083895883,0.0001,7,2,10,1,10,5.9086737541,40,0,16,3,20,0.7882912963,17,1,13,1,0.0020074656,190,10,18.3302678097,0.05,75,12.6506961637,25,2.466484193,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_91,70,0.3969543223,0.0001,7,2,10,1,10,4.0590204482,40,0,16,3,20,0.5704029309,17,1,12,1,0.0006665998,190,10,16.1730323476,0.05,75,17.6762851717,25,1.8454676651,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_92,70,0.2637785427,0.0001,7,2,10,1,10,3.934339475,40,0,16,3,20,0.7121537726,17,1,13,1,0.0011646084,190,10,11.1410853673,0.05,75,16.0384972657,25,2.4088491192,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_93,70,0.376382816,0.0001,7,2,10,1,10,4.2891927344,40,0,16,3,20,0.4899434927,17,1,14,1,0.0012055212,190,10,18.499261108,0.05,75,19.5274589344,25,5.9188587918,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_94,70,0.2444795665,0.0001,7,2,10,1,10,5.0690028265,40,0,16,3,20,0.6304304331,17,1,12,1,0.0012358714,190,10,16.2421065081,0.05,75,18.6064042435,25,8.4468534715,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_95,70,0.1844788289,0.0001,7,2,10,1,10,5.251934968,40,0,16,3,20,0.724867962,17,1,14,1,0.0004704659,190,10,18.0725810948,0.05,75,14.5493152696,25,4.7842922992,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_96,70,0.4607276761,0.0001,7,2,10,1,10,2.8297705694,40,0,16,3,20,0.1614097512,17,1,13,1,0.0010795855,190,10,21.9423021462,0.05,75,22.3295260074,25,0,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_97,70,0.2976576245,0.0001,7,2,10,1,10,4.147743771,40,0,16,3,20,0.2935401176,17,1,15,1,0.0001271865,190,10,22.9405910799,0.05,75,11.8816107039,25,5.9932846204,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_98,70,0.3210011897,0.0001,7,2,10,1,10,2.6788652755,40,0,16,3,20,0.5853015156,17,1,13,1,0.0011475475,190,10,17.1204977657,0.05,75,16.6895345688,25,2.7861685455,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_17_99,70,0.4527686064,0.0001,7,2,10,1,10,4.5291171808,40,0,16,3,20,1,17,1,12,1,0.0005775718,190,10,18.8766264347,0.05,75,13.065350755,25,4.6709646715,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_0,70,0.4317949516,0.0001,7,2,10,1,10,4.7064077786,40,0,16,3,20,0.6693632773,18,1,9,1,0.0011537197,190,10,22.4070062411,0.05,75,17.0457134221,25,11.6744917775,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_1,70,0.3806816927,0.0001,7,2,10,1,10,4.1063072258,40,0,16,3,20,0.3936312516,18,1,15,1,0.0011413585,190,10,19.0410413874,0.05,75,19.9420122973,25,8.3575586875,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_2,70,0.146438963,0.0001,7,2,10,1,10,4.6238011897,40,0,16,3,20,0.2166758846,18,1,15,1,0.0006402773,190,10,18.8631194122,0.05,75,13.6311121597,25,1.9111889855,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_3,70,0.3535372494,0.0001,7,2,10,1,10,3.5447000573,40,0,16,3,20,0.3306841241,18,1,16,1,0.00132984,190,10,15.9071634576,0.05,75,16.138568792,25,1.4793403413,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_4,70,0.5120269961,0.0001,7,2,10,1,10,6.0548647129,40,0,16,3,20,0.5205041519,18,1,15,1,0.0005826774,190,10,17.8638248058,0.05,75,19.1010032314,25,3.2799815442,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_5,70,0.4982255474,0.0001,7,2,10,1,10,4.3039805798,40,0,16,3,20,0.4864528599,18,1,16,1,0.0013119949,190,10,18.370298875,0.05,75,17.722649228,25,0.9449031849,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_6,70,0.3995161652,0.0001,7,2,10,1,10,4.5082049742,40,0,16,3,20,0.4103415532,18,1,13,1,0.0005680467,190,10,22.3557682246,0.05,75,17.1936299087,25,7.6087861519,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_7,70,0.0945984323,0.0001,7,2,10,1,10,7.2915005024,40,0,16,3,20,0.3336325299,18,1,14,1,0.0007597417,190,10,18.5140608802,0.05,75,15.3509275498,25,2.8207297107,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_8,70,0.255242949,0.0001,7,2,10,1,10,5.7754461327,40,0,16,3,20,0.630612682,18,1,12,1,0.0009041187,190,10,18.3246558151,0.05,75,19.2608312066,25,2.5174113332,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_9,70,0.3462181876,0.0001,7,2,10,1,10,5.4734235568,40,0,16,3,20,0.778113194,18,1,11,1,0.000669535,190,10,23.2245691895,0.05,75,16.3316802179,25,1.1312510409,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_10,70,0.3881258543,0.0001,7,2,10,1,10,5.1974928713,40,0,16,3,20,0.740456324,18,1,16,1,0.0016141618,190,10,21.1757955103,0.05,75,13.1849874584,25,6.4244083101,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_11,70,0.2749680165,0.0001,7,2,10,1,10,6.0205657159,40,0,16,3,20,0.4749176181,18,1,15,1,4.71352921568816E-05,190,10,24.1388381282,0.05,75,14.271599566,25,0.8925167517,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_12,70,0.2447303656,0.0001,7,2,10,1,10,4.7999739997,40,0,16,3,20,0.7862662083,18,1,14,1,0.0001432884,190,10,19.9607682867,0.05,75,14.1826535171,25,9.6703121646,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_13,70,0.4206832412,0.0001,7,2,10,1,10,6.4870543491,40,0,16,3,20,0.563516482,18,1,11,1,0.0009066075,190,10,28.4480303006,0.05,75,13.0670829396,25,3.4056658101,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_14,70,0.3383285378,0.0001,7,2,10,1,10,4.1985416645,40,0,16,3,20,0.4430492143,18,1,12,1,0.0013404678,190,10,19.2019111274,0.05,75,14.963152946,25,5.462289687,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_15,70,0.2096819067,0.0001,7,2,10,1,10,4.4194928706,40,0,16,3,20,0.5970634152,18,1,15,1,0.0003128554,190,10,19.1278156278,0.05,75,15.7534943773,25,0,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_16,70,0.1203204665,0.0001,7,2,10,1,10,5.376830319,40,0,16,3,20,0.8004272163,18,1,9,1,0.0017551374,190,10,20.5458837764,0.05,75,21.922088178,25,5.054742035,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_17,70,0.424093261,0.0001,7,2,10,1,10,4.1635608004,40,0,16,3,20,0.5381698993,18,1,17,1,0.0010921906,190,10,20.9897138065,0.05,75,12.8777726563,25,5.5149646701,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_18,70,0.3257082633,0.0001,7,2,10,1,10,5.3817090339,40,0,16,3,20,0.6358690034,18,1,16,1,0.0019902497,190,10,22.3022301163,0.05,75,15.5531203563,25,4.7528137104,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_19,70,0.315279985,0.0001,7,2,10,1,10,4.1884974801,40,0,16,3,20,0.5135619064,18,1,12,1,0.0003666399,190,10,22.5731147316,0.05,75,16.7623849182,25,3.9300858575,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_20,70,0.2108971492,0.0001,7,2,10,1,10,6.4936510614,40,0,16,3,20,1,18,1,11,1,0.0007147397,190,10,15.8765208742,0.05,75,13.8575015184,25,4.1923382339,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_21,70,0.2103904301,0.0001,7,2,10,1,10,5.4814853218,40,0,16,3,20,0.5665495639,18,1,18,1,0.0015765437,190,10,16.5692058494,0.05,75,15.8364977314,25,3.0133495403,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_22,70,0.4820707358,0.0001,7,2,10,1,10,5.0433579549,40,0,16,3,20,0.6577060699,18,1,16,1,0.0015423645,190,10,24.9331456021,0.05,75,15.7367645981,25,8.1257622954,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_23,70,0.3684609389,0.0001,7,2,10,1,10,3.5996418175,40,0,16,3,20,0.0828423736,18,1,14,1,0.0008896071,190,10,19.4849586904,0.05,75,11.2353218321,25,4.4105077033,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_24,70,0.292342407,0.0001,7,2,10,1,10,5.2709096587,40,0,16,3,20,0.4585430008,18,1,10,1,0.0012678654,190,10,17.6925500316,0.05,75,12.266635615,25,1.8114460291,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_25,70,0.4554324754,0.0001,7,2,10,1,10,3.5722337526,40,0,16,3,20,0.619725553,18,1,14,1,0.0001426728,190,10,21.6445133151,0.05,75,16.5733337261,25,4.0179266705,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_26,70,0.1713691192,0.0001,7,2,10,1,10,3.2575370448,40,0,16,3,20,0.5505284553,18,1,12,1,0.0014905501,190,10,18.8977622037,0.05,75,17.7074719623,25,5.1272706479,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_27,70,0.2140343577,0.0001,7,2,10,1,10,3.9273676872,40,0,16,3,20,0.4540827937,18,1,15,1,0.0003459182,190,10,16.3041010746,0.05,75,13.5616957907,25,3.6596008158,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_28,70,0.4966839509,0.0001,7,2,10,1,10,5.4982648273,40,0,16,3,20,0.6435717905,18,1,13,1,0.0013678492,190,10,21.8577842658,0.05,75,14.4177027005,25,8.7039880677,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_29,70,0.3802327353,0.0001,7,2,10,1,10,5.8572607447,40,0,16,3,20,0.3907535427,18,1,14,1,0.0009970171,190,10,20.2775891886,0.05,75,11.6651993491,25,3.4642305593,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_30,70,0.2283780617,0.0001,7,2,10,1,10,5.3604542465,40,0,16,3,20,0.5200014988,18,1,13,1,0.0013245964,190,10,18.7887144235,0.05,75,16.7852274192,25,4.7482330613,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_31,70,0.1760764192,0.0001,7,2,10,1,10,6.144258153,40,0,16,3,20,0.797549182,18,1,15,1,0.0012906876,190,10,19.5277643955,0.05,75,13.5481874727,25,5.7281168268,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_32,70,0.2282721423,0.0001,7,2,10,1,10,6.0452512386,40,0,16,3,20,0.7925409277,18,1,12,1,5.03587542598077E-05,190,10,21.6992457358,0.05,75,19.0459290619,25,3.415513552,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_33,70,0.2445948299,0.0001,7,2,10,1,10,6.9353374608,40,0,16,3,20,0.0624342639,18,1,15,1,0.0010551265,190,10,15.0546892764,0.05,75,14.6824893411,25,9.251969095,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_34,70,0.3428162142,0.0001,7,2,10,1,10,5.2956929897,40,0,16,3,20,0.4568552946,18,1,15,1,0.0004894211,190,10,19.9350824475,0.05,75,17.0221207395,25,10.4971474781,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_35,70,0.3187709543,0.0001,7,2,10,1,10,4.1971112339,40,0,16,3,20,0.4129063473,18,1,14,1,0.0008726969,190,10,19.274808398,0.05,75,16.7772046664,25,2.1733044931,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_36,70,0.1823418835,0.0001,7,2,10,1,10,5.0311109573,40,0,16,3,20,0.3247234175,18,1,14,1,1.39952906828872E-05,190,10,16.4708814492,0.05,75,15.6566528904,25,1.2067043885,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_37,70,0.26718503,0.0001,7,2,10,1,10,6.5674278246,40,0,16,3,20,0.2938787984,18,1,13,1,0.0014748986,190,10,20.0038182816,0.05,75,10.5111987714,25,4.1405947818,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_38,70,0.2638977495,0.0001,7,2,10,1,10,4.5530533035,40,0,16,3,20,0.6358098109,18,1,14,1,0.0007668626,190,10,18.2228461749,0.05,75,16.4181070866,25,11.7776918386,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_39,70,0.2966853674,0.0001,7,2,10,1,10,3.9605836287,40,0,16,3,20,0.8095921006,18,1,15,1,0.0008643484,190,10,17.9794157644,0.05,75,14.1314379404,25,3.4756807113,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_40,70,0.1399572391,0.0001,7,2,10,1,10,5.1390228073,40,0,16,3,20,0.5259282641,18,1,15,1,0.0014032384,190,10,22.061976912,0.05,75,14.9219049855,25,9.6183338855,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_41,70,0.3297642122,0.0001,7,2,10,1,10,4.3921202298,40,0,16,3,20,0.6594589727,18,1,11,1,0.0012081746,190,10,22.4210882525,0.05,75,17.2590822463,25,7.8466605857,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_42,70,0.3435914486,0.0001,7,2,10,1,10,6.3357389674,40,0,16,3,20,0.7595743699,18,1,15,1,0.0010948465,190,10,18.53782157,0.05,75,10.4223014471,25,6.3481416934,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_43,70,0.3205758066,0.0001,7,2,10,1,10,4.6972419353,40,0,16,3,20,0.5919919325,18,1,15,1,0.0007266567,190,10,20.8334517783,0.05,75,13.992808796,25,9.2361464333,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_44,70,0.3626545001,0.0001,7,2,10,1,10,5.2807162447,40,0,16,3,20,0.8410295408,18,1,16,1,0.0013575229,190,10,21.4964035573,0.05,75,10.0324047005,25,7.6332829938,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_45,70,0.4240329221,0.0001,7,2,10,1,10,5.5100084159,40,0,16,3,20,0.4032687726,18,1,15,1,0.0008722492,190,10,17.8250873813,0.05,75,19.1241981405,25,5.3803232386,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_46,70,0.4164192753,0.0001,7,2,10,1,10,4.2759191665,40,0,16,3,20,0.4756512675,18,1,14,1,0.0009303521,190,10,21.8563615431,0.05,75,16.618381182,25,0.1978862078,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_47,70,0.1816076847,0.0001,7,2,10,1,10,4.716182264,40,0,16,3,20,0.573939193,18,1,18,1,0.0011265108,190,10,17.3566115391,0.05,75,15.7144138007,25,7.7689854017,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_48,70,0.3968717005,0.0001,7,2,10,1,10,7.3060109221,40,0,16,3,20,0.3969741042,18,1,13,1,0.0001186833,190,10,20.2458203028,0.05,75,10.9831977999,25,6.6452552383,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_49,70,0.2868972134,0.0001,7,2,10,1,10,4.4449601329,40,0,16,3,20,0.4825806745,18,1,14,1,0.0009180669,190,10,18.8165332464,0.05,75,12.8850542602,25,0,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_50,70,0.1678133274,0.0001,7,2,10,1,10,4.3877408837,40,0,16,3,20,0.3005353145,18,1,13,1,0.0007010753,190,10,19.7517509082,0.05,75,15.2642979181,25,7.9168134596,25,4500,10,20
experiments_011019_hyp_testing_full_pws_0.05_moc_18_51,70,0.3109622613,0.0001,7,2,10,1,10,5.9753519691,40,0,16,3,20,0.2679779772,18,1,14,1,0.0009693998,190,10,19.6690842471,0.05,75,16.8231208067,25,4.504751188,25,4500,10,20
